日期,产品名称,单位,数量,单价,金额,送货单号
2025-07-09,018支架+接地脚,套,12000.0,1.1,13200.000000000002,
2025-07-09,BRC支架,套,8120.0,0.8,6496,
2025-07-09,16510B点焊支架,套,14380.0,1.35,19413,
2025-07-10,13373B点焊支架,套,6900.0,0.9,6210,7605
2025-07-10,安EX四孔支架,只,5115.0,1.0,5115,
2025-07-10,安EX导磁环,只,10230.0,0.18,1841.3999999999999,
2025-07-12,RALL支架,只,10800.0,0.28,3024.0000000000005,7606
2025-07-12,AB410支架组件,套,5060.0,1.18,5970.799999999999,
2025-07-12,AB410导磁环平,只,35000.0,0.12,4200,
2025-07-12,AB410导磁环凸,只,5000.0,0.12,600,
2025-07-15,0545彩锌支架,只,400.0,1.9,760,7607
2025-07-18,13373B点焊支架,套,10000.0,0.9,9000,7608
2025-07-18,0545彩锌支架,套,5400.0,1.9,10260,
2025-07-18,面板插脚,只,200000.0,0.073,14599.999999999998,
2025-07-23,油改气09252E4支架,只,5700.0,0.26,1482,7609
2025-07-23,13373B点焊支架,只,17600.0,0.9,15840,
2025-07-28,13373B引线支架,套,20000.0,0.8,16000,7610
2025-07-28,12362插脚,只,16000.0,0.11,1760,7611
2025-07-31,12362支架,套,15800.0,0.9,14220,7612
2025-07-31,安EX支架,只,13700.0,1.0,13700,
2025-07-31,安EX导磁环,只,13700.0,0.18,2466,
2025-07-31,DMF支架+插脚,套,5000.0,0.85,4250,
2025-07-31,13373B点焊支架,套,16000.0,0.9,14400,7614
2025-07-31,,,,,231278.2,
2025-08-01,16533点焊支架,套,1600.0,1.9,3040,7613
2025-08-01,12362插片,只,22450.0,0.11,2469.5,
2025-08-01,AB410支架组件,套,10000.0,1.18,11800,
2025-08-01,AB410导磁环平,只,10000.0,0.12,1200,
2025-08-01,AB410导磁环凸,只,10000.0,0.12,1200,
2025-08-01,CY123防爆支架,只,3000.0,1.1,3300.0000000000005,
2025-08-05,16510点焊支架,套,10000.0,1.35,13500,7615
2025-08-05,13373点焊支架,套,11580.0,0.9,10422,
2025-08-05,12362插片,只,20000.0,0.11,2200,
2025-08-08,紫铜插针,只,4000.0,0.4,1600,
2025-08-12,16438点焊支架,套,3000.0,1.9,5700,7617
2025-08-12,018支架接地脚,套,10000.0,1.1,11000,
2025-08-16,DMF支架,套,5000.0,0.85,4250,7618
2025-08-16,16510点焊支架,套,8000.0,1.35,10800,
2025-08-16,13373B点焊支架,套,16000.0,0.9,14400,
2025-08-20,16510B点焊支架,套,12000.0,1.45,17400,95181
2025-08-20,018支架接地脚,套,10000.0,0.85,8500,
2025-08-20,12362支架,套,1100.0,0.9,990,
2025-08-20,小防水支架16孔,套,4800.0,1.6,7680,
2025-08-28,13373B点焊支架,套,17420.0,0.9,15678,95182
2025-08-28,13D防爆支架,只,3000.0,1.0,3000,
2025-08-29,面板插脚,只,19900.0,0.073,1452.6999999999998,95183
2025-08-29,,,,,151582.2,
2025-09-03,面板插脚,只,40000.0,0.073,2920,7619
2025-09-04,13373B点焊支架,套,16000.0,0.9,14400,95184
2025-09-04,面板插脚,只,40000.0,0.073,2920,
2025-09-05,16510B点焊支架,套,12000.0,1.35,16200.000000000002,95185
2025-09-11,13B引线支架,套,15000.0,0.8,12000,95186
2025-09-11,13B点焊支架,套,13000.0,0.9,11700,
2025-09-11,001铁壳+上下盖板,套,2000.0,3.8,7600,
2025-09-11,面板插脚,只,150000.0,0.073,10950,
2025-09-11,2120支架,只,8000.0,1.2,9600,
2025-09-11,16533点焊支架,套,1495.0,1.9,2840.5,
2025-09-12,紫插针铜,只,6940.0,0.073,506.61999999999995,95187
2025-09-12,16510B点焊支架,套,12000.0,1.35,16200.000000000002,
2025-09-16,13373B点焊支架,套,16000.0,0.9,14400,95188
2025-09-19,13373B点焊支架,套,11000.0,0.9,9900,95189
2025-09-19,16510B点焊支架,套,8000.0,1.35,10800,
2025-09-19,HY-C-RG支架,套,400.0,1.45,580,
2025-09-23,13373B点焊支架,套,16000.0,0.9,14400,5190
2025-09-23,018支架,套,6500.0,1.1,7150.000000000001,
2025-09-23,面板插脚,只,38000.0,0.073,2774,
2025-09-23,HY-C-RG支架,套,2550.0,1.45,3697.5,
2025-09-25,16510B点焊支架,套,12000.0,1.35,16200.000000000002,5191
2025-09-25,8S支架,只,2000.0,0.35,700,
2025-09-25,0200D点焊支架+插脚,套,400.0,0.9,360,
2025-09-27,13373B点焊支架,套,16000.0,0.9,14400,5192
2025-09-30,安EX支架,只,13100.0,1.0,13100,5193
2025-09-30,安EX导磁环,只,26200.0,0.18,4716,
2025-09-30,13373A点焊支架（上下厚垫片）,套,10000.0,1.0,10000,
2025-09-30,13373B点焊支架,套,16000.0,0.9,14400,
2025-09-30,,,,,245414.62,
2025-10-31,,,,,-1276,
2025-10-08,13373B点焊支架,套,16000.0,0.9,14400,5194
2025-10-08,紫铜插脚,只,4270.0,0.4,1708,
2025-10-11,13373B点焊支架,套,16000.0,0.9,14400,5195
2025-10-11,面板插脚,只,200000.0,0.073,14599.999999999998,
2025-10-11,ZBD彩锌支架,只,790.0,1.0,790,
2025-10-11,13373引线支架,套,12000.0,0.8,9600,
2025-10-14,16510B点焊支架,套,10000.0,1.35,13500,5196
2025-10-14,09252AC支架,只,21500.0,0.3,6450,
2025-10-14,宝德通孔支架内外,套,7000.0,0.82,5740,
2025-10-14,AB410支架盖板,套,3000.0,1.18,3540,
2025-10-16,13373B点焊支架,套,14000.0,0.9,12600,5197
2025-10-16,018支架接地脚,套,12000.0,1.1,13200.000000000002,
2025-10-16,16510B点焊支架,套,8560.0,1.45,12412,
2025-10-20,安EX支架,只,9220.0,1.0,9220,5198
2025-10-20,安EX导磁环,只,20000.0,0.18,3600,
2025-10-20,宝德纯铁支架3.2,只,2050.0,1.2,2460,
2025-10-20,AB410支架 ,套,4790.0,1.18,5652.2,
2025-10-20,AB410平导磁环,只,4800.0,0.12,576,
2025-10-20,AB410凹导磁环,只,4800.0,0.12,576,
2025-10-20,13B厚垫片,只,2580.0,0.25,645,
2025-10-25,ZBD插片,只,2000.0,0.17,340,
2025-10-27,16510B点焊支架,套,10000.0,1.35,13500,5200
2025-10-27,13373B点焊支架,套,16000.0,0.9,14400,
2025-10-27,BRC支架,套,12600.0,0.8,10080,
2025-10-31,13373B点焊支架,套,17600.0,0.9,15840,5141
2025-10-31,,,,,198553.2,
2025-11-03,防爆铜压板,只,19775.0,0.28,5537.000000000001,5142
2025-11-03,1033支架,只,5000.0,0.87,4350,
2025-11-03,13孔防爆支架,只,6000.0,1.0,6000,
2025-11-03,14510点焊支架,套,5825.0,1.45,8446.25,
2025-11-03,002铁壳+上下盖板,套,5184.0,2.3,11923.199999999999,
2025-11-03,AB410盖板组件,套,5000.0,1.1,5500,5143
2025-11-04,16510B点焊支架,套,8400.0,1.35,11340,5144
2025-11-04,防爆铜压板,只,16700.0,0.28,4676,
2025-11-04,面板插脚,只,70000.0,0.073,5110,
2025-11-06,0545内外支架,套,5000.0,1.7,8500,5146
2025-11-10,13373B点焊支架,套,8000.0,0.9,7200,5147
2025-11-12,13373B点焊支架,套,16000.0,0.9,14400,5148
2025-11-12,018支架接地脚,套,15000.0,1.1,16500,
2025-11-15,13373B点焊支架,套,20000.0,0.9,18000,5150
2025-11-15,面板插脚,只,250000.0,0.073,18250,
2025-11-17,安EX支架,只,10000.0,1.0,10000,5152
2025-11-17,安EX导磁环,只,20000.0,0.18,3600,
2025-11-17,0200点焊支架+左右插脚,套,2000.0,0.9,1800,
2025-11-19,13373点焊支架,套,20000.0,0.9,18000,5153
2025-11-19,16510B点焊支架,套,10000.0,1.35,13500,
2025-11-22,16510B点焊支架,套,10000.0,1.35,13500,5154
2025-11-22,1750支架插片,套,540.0,1.95,1053,
2025-11-22,安EX 支架,只,6750.0,1.0,6750,5155
2025-11-22,安EX导磁环,只,14000.0,0.18,2520,
2025-11-22,13373B点焊支架,套,8000.0,0.9,7200,
2025-11-24,13373引线支架,套,15000.0,0.8,12000,5156
2025-11-24,,,,,235655.45,
2025-11-24,,,235655.5,-0.1,-23565.550000000003,
2025-11-24,,,,,212089.90000000002,
2025-12-01,13373B点焊支架,套,14400.0,0.9,12960,5157
2025-12-01,16533点焊支架,套,3060.0,1.9,5814,
2025-12-08,紫铜插针,只,10000.0,0.4,4000,5158
2025-12-09,13373B点焊支架,套,20000.0,0.9,18000,
2025-12-09,001铁壳+上下盖板,套,2016.0,3.8,7660.799999999999,
2025-12-09,0545内外支架,套,715.0,1.9,1358.5,
2025-12-10,3.2纯铁支架,只,7870.0,1.2,9444,5160
2025-12-15,0545内外彩锌支架,套,2100.0,1.7,3570,2781
2025-12-15,13373B点焊支架,套,10000.0,0.9,9000,
2025-12-19,13373C点焊支架,套,10000.0,1.1,11000,2782
2025-12-20,13373C点焊支架,套,5000.0,1.1,5500,2783
2025-12-20,13373C引线支架,套,5000.0,1.0,5000,
2025-12-25,2120支架彩锌,套,1600.0,1.2,1920,2784
2025-12-25,13415点焊支架,套,3060.0,1.38,4222.799999999999,
2025-12-26,安EX支架,只,16000.0,1.0,16000,2785
2025-12-26,安EX导磁环,只,32000.0,0.18,5760,
2025-12-29,卡式三孔支架点焊,套,2100.0,1.45,3045,2786
2025-12-29,13373B点焊支架,套,16000.0,0.9,14400,
2025-12-29,面板插脚,只,20000.0,0.078,1560,
2025-12-30,0545彩锌支架,套,3900.0,1.7,6630,2788
2025-12-30,13373C点焊支架,套,8000.0,1.1,8800,
2025-12-30,13373C引线支架,套,3000.0,1.0,3000,
2025-12-30,,,,,158645.1,
